order_execution_datetime,trader,ticker,expiration,contract_details,entry_price,exit_price,profit,success,DTE,DT_OPEX
04/01/2022 10:41 AM,MariaC82,LAZR,2022-04-08,16,0.4,0.76,0.36,True,6,22
04/06/2022 6:54 AM,MariaC82,OXY,2022-04-08,60,0.38,0.65,0.27,True,1,22
04/07/2022 7:05 AM,MariaC82,ZTS,2022-07-15,195,11.8,0.0,-11.8,False,98,16
04/07/2022 7:26 AM,MariaC82,CAH,2022-04-14,59,0.53,0.81,0.28,True,6,16
04/11/2022 7:07 AM,MariaC82,TPR,2022-04-14,35,0.7,0.0,-0.7,False,2,16
04/13/2022 6:33 AM,MariaC82,DAL,2022-04-22,42,0.58,1.18,0.6,True,8,8
04/13/2022 6:48 AM,MariaC82,TOST,2022-05-20,20,2.4,0.0,-2.4,False,36,11
04/13/2022 8:20 AM,MariaC82,OXY,2022-07-15,70,3.23,0.0,-3.23,False,92,16
04/14/2022 6:36 AM,MariaC82,NKE,2022-09-16,135,7.81,0.0,-7.81,False,154,14
04/19/2022 6:59 AM,MariaC82,NTNX,2022-07-15,20,8.1,0.0,-8.1,False,86,16
04/19/2022 7:08 AM,MariaC82,AAPL,2022-04-29,172.5,1.24,2.37,1.13,True,9,1
04/20/2022 7:45 AM,MariaC82,Z,2022-05-20,47,4.2,0.0,-4.2,False,29,11
04/21/2022 7:11 AM,MariaC82,KBH,2022-05-20,35,1.69,0.0,-1.69,False,28,11
04/22/2022 7:08 AM,MariaC82,LAZR,2022-04-29,14.5,0.38,0.0,-0.38,False,6,1
04/25/2022 6:50 AM,MariaC82,MTCH,2022-05-20,80,6.25,0.0,-6.25,False,24,11
04/25/2022 10:30 AM,MariaC82,AA,2023-01-20,75,10.45,0.0,-10.45,False,269,11
04/26/2022 6:52 AM,MariaC82,DDOG,2022-04-29,125,4.3,6.0,1.7,True,2,1
04/26/2022 7:52 AM,MariaC82,RUN,2022-08-20,25,2.25,0.0,-2.25,False,115,11
04/28/2022 6:49 AM,MariaC82,NKE,2022-09-16,125,10.84,0.0,-10.84,False,140,14
05/03/2022 11:04 AM,MariaC82,CHWY,2022-06-17,35,2.27,0.0,-2.27,False,44,13
05/04/2022 6:37 AM,MariaC82,SBUX,2022-05-13,80,1.74,2.84,1.1,True,8,18
05/09/2022 6:35 AM,MariaC82,AA,2022-05-13,59,2.15,0.0,-2.15,False,3,18
05/20/2022 9:31 AM,MariaC82,CL,2022-11-18,80,2.95,0.0,-2.95,False,181,12
05/26/2022 7:26 AM,MariaC82,NTNX,2022-06-18,18,1.45,0.0,-1.45,False,22,12
05/26/2022 9:13 AM,MariaC82,DDOG,2022-09-16,95,14.05,18.2,4.15,True,112,14
06/01/2022 6:37 AM,MariaC82,CRM,2022-06-17,1.85,4.8,0.0,-4.8,False,15,13
06/09/2022 6:44 AM,MariaC82,JD,2022-06-10,61.76,1.2,1.83,0.63,True,0,20
06/16/2022 8:13 AM,MariaC82,AMD,2022-06-17,84,1.34,0.0,-1.34,False,0,13
06/17/2022 6:52 AM,MariaC82,CF,2022-07-01,91,3.6,0.0,-3.6,False,13,30
06/22/2022 9:59 AM,MariaC82,SU,2022-09-16,40,1.5,0.0,-1.5,False,85,14
08/03/2022 7:14 AM,MariaC82,META,2022-08-12,170,3.95,5.62,1.67,True,8,19
08/10/2022 6:33 AM,MariaC82,TTD,2022-08-19,75,1.75,2.82,1.07,True,8,12
08/11/2022 6:48 AM,MariaC82,NKE,2022-08-12,116,1.05,0.0,-1.05,False,0,19
08/11/2022 6:48 AM,MariaC82,MRK,2022-11-18,90,3.9,0.0,-3.9,False,98,12
08/12/2022 8:39 AM,MariaC82,SBUX,2022-12-16,87.5,6.5,0.0,-6.5,False,125,15
08/15/2022 8:08 AM,MariaC82,GT,2022-12-16,17,1.33,0.0,-1.33,False,122,15
08/25/2022 7:23 AM,MariaC82,TCOM,2022-12-16,30,3.3,0.0,-3.3,False,112,15
09/02/2022 6:39 AM,MariaC82,LULU,2022-09-09,335,6.53,0.0,-6.53,False,6,21
09/02/2022 6:50 AM,MariaC82,LULU,2022-09-09,330,6.53,9.37,2.84,True,6,21
09/08/2022 6:43 AM,MariaC82,FSLR,2022-09-09,140,1.85,0.0,-1.85,False,0,21
09/08/2022 9:59 AM,MariaC82,AAPL,2022-09-30,152.5,5.2,5.0,-0.2,False,21,0
09/09/2022 7:41 AM,MariaC82,CL,2022-10-21,80,1.49,0.0,-1.49,False,41,10
09/15/2022 9:32 AM,MariaC82,GOLD,2022-11-18,16,0.7,0.0,-0.7,False,63,12
09/19/2022 6:48 AM,MariaC82,ZS,2022-09-23,175,3.3,5.25,1.95,True,3,7
09/19/2022 6:48 AM,MariaC82,KR,2022-10-21,49.5,1.05,0.0,-1.05,False,31,10
09/23/2022 8:09 AM,MariaC82,EW,2022-10-21,84,3.9,0.0,-3.9,False,27,10
09/26/2022 6:44 AM,MariaC82,ENPH,2022-09-30,285,11.05,0.0,-11.05,False,3,0
09/26/2022 7:04 AM,MariaC82,ZS,2022-09-30,170,2.35,0.0,-2.35,False,3,0
09/28/2022 9:10 AM,MariaC82,DDOG,2022-10-14,90,4.85,0.0,-4.85,False,15,17
10/03/2022 7:07 AM,MariaC82,ZS,2022-10-07,175,1.97,5.1,3.13,True,3,24
10/04/2022 8:50 AM,MariaC82,FSLR,2022-12-16,175,5.1,0.0,-5.1,False,72,15
10/05/2022 10:13 AM,MariaC82,ENPH,2022-10-07,175,1.1,0.0,-1.1,False,1,24
10/05/2022 10:13 AM,MariaC82,ENPH,2022-10-07,275,1.1,0.0,-1.1,False,1,24
10/06/2022 11:03 AM,MariaC82,SNAP,2022-10-21,12.5,0.78,0.0,-0.78,False,14,10
10/06/2022 12:48 PM,MariaC82,LEN,2022-10-21,81,2.6,0.0,-2.6,False,14,10
10/10/2022 7:27 AM,MariaC82,FL,2022-10-14,31,1.3,0.0,-1.3,False,3,17
10/10/2022 8:20 AM,MariaC82,KO,2022-11-18,60P,5.75,0.0,-5.75,False,38,12
10/13/2022 7:08 AM,MariaC82,CAT,2022-12-16,195,4.65,14.32,9.67,True,63,15
10/25/2022 6:50 AM,MariaC82,PAGS,2022-11-18,15,1.25,0.0,-1.25,False,23,12
11/22/2022 7:03 AM,MariaC82,PYPL,2022-12-02,80,1.83,3.45,1.62,True,9,29
12/01/2022 11:50 AM,MariaC82,TQQQ,2022-12-09,23,1.43,0.0,-1.43,False,7,22
12/02/2022 9:53 AM,MariaC82,SBUX,2023-06-15,105,9.6,0.0,-9.6,False,194,15
12/05/2022 7:45 AM,MariaC82,PYPL,2022-12-09,76,1.13,0.0,-1.13,False,3,22
12/06/2022 8:21 AM,MariaC82,VFC,2023-01-24,37.5,2.35,0.0,-2.35,False,48,7
12/21/2022 6:54 AM,MariaC82,WBD,2023-01-06,9.5,0.37,0.47,0.1,True,15,25
12/28/2022 8:46 AM,MariaC82,HOG,2023-01-20,41,1.4,0.0,-1.4,False,22,11
12/28/2022 10:12 AM,MariaC82,FIS,2023-04-21,75,2.8,0.0,-2.8,False,113,9
01/04/2023 11:05 AM,MariaC82,M,2023-03-17,24,1.37,0.0,-1.37,False,71,14
01/06/2023 7:24 AM,MariaC82,MRVL,2023-03-17,37.5,2.43,5.72,3.29,True,69,14
01/12/2023 6:58 AM,MariaC82,LYFT,2023-01-27,14.5,0.53,1.23,0.7,True,14,4
01/23/2023 12:38 PM,MariaC82,ADI,2023-01-27,172.5,1.3,0.0,-1.3,False,3,4
01/24/2023 9:16 AM,MariaC82,PANW,2023-03-17,170,2.67,7.38,4.71,True,51,14
01/26/2023 6:41 AM,MariaC82,CRM,2023-02-10,170,1.24,2.87,1.63,True,14,18
01/27/2023 6:53 AM,MariaC82,FTCH,2023-02-10,7,0.37,0.91,0.54,True,13,18
01/27/2023 7:10 AM,MariaC82,EBAY,2023-07-21,50,4.21,0.0,-4.21,False,174,10
01/30/2023 7:07 AM,MariaC82,SHOP,2023-02-03,45.5,4.01,7.8,3.79,True,3,25
02/01/2023 6:51 AM,MariaC82,SNAP,2024-01-19,13,1.71,4.8,3.09,True,351,12
02/02/2023 6:36 AM,MariaC82,AI,2023-03-03,22,3.8,6.52,2.72,True,28,28
02/02/2023 10:13 AM,MariaC82,GM,2023-04-21,50,0.35,0.0,-0.35,False,77,9
02/03/2023 6:53 AM,MariaC82,SNOW,2023-07-21,235,9.45,0.0,-9.45,False,167,10
02/03/2023 8:19 AM,MariaC82,YEXT,2023-02-17,10,0.35,0.0,-0.35,False,13,11
02/06/2023 6:34 AM,MariaC82,MSFT,2023-08-18,265,19.47,51.26,31.79,True,192,13
02/06/2023 7:14 AM,MariaC82,BBAI,2023-06-16,10,0.85,0.0,-0.85,False,129,14
02/07/2023 12:28 PM,MariaC82,ZI,2023-03-17,30,2.3,0.0,-2.3,False,37,14
02/09/2023 8:00 AM,MariaC82,NVDA,2023-03-17,270,4.5,0.0,-4.5,False,35,14
02/09/2023 12:07 PM,MariaC82,CRM,2023-03-17,190,4.0,8.0,4.0,True,35,14
02/16/2023 6:55 AM,MariaC82,DDD,2023-03-17,12,0.87,0.0,-0.87,False,28,14
02/27/2023 6:54 AM,MariaC82,UPST,2023-03-17,21,0.59,0.0,-0.59,False,17,14
02/27/2023 10:44 AM,MariaC82,CUBE,2023-04-21,50,1.3,0.0,-1.3,False,52,9
03/09/2023 11:15 AM,MariaC82,AAPL,2023-07-21,180,1.96,0.0,-1.96,False,133,10
03/10/2023 11:46 AM,MariaC82,NUE,2023-03-31,165,3.78,0.0,-3.78,False,20,0
03/16/2023 7:22 AM,MariaC82,TSM,2023-03-17,86,1.3,2.15,0.85,True,0,14
03/16/2023 11:48 AM,MariaC82,TSM,2023-05-19,90,5.05,8.35,3.3,True,63,12
03/17/2023 8:10 AM,MariaC82,HOG,2023-03-24,37,1.15,2.13,0.98,True,6,7
03/20/2023 6:51 AM,MariaC82,PAAS,2023-04-21,21,0.4,0.0,-0.4,False,31,9
03/20/2023 7:01 AM,MariaC82,GOLD,2023-04-21,21,0.25,0.0,-0.25,False,31,9
03/23/2023 6:48 AM,MariaC82,ONON,2023-07-21,35,1.5,0.0,-1.5,False,119,10
03/24/2023 11:59 AM,MariaC82,SHOP,2023-05-19,50,2.53,6.1,3.57,True,55,12
03/29/2023 6:55 AM,MariaC82,CCJ,2023-09-15,32,1.05,5.11,4.06,True,169,15
03/29/2023 7:05 AM,MariaC82,BOX,2023-05-19,26,1.25,0.0,-1.25,False,50,12
03/29/2023 9:43 AM,MariaC82,LULU,2023-04-21,380,5.22,0.0,-5.22,False,22,9
03/30/2023 9:54 AM,MariaC82,ULTA,2024-01-19,540,64.85,70.0,5.15,True,294,12
03/30/2023 11:20 AM,MariaC82,UNH,2023-06-16,470,22.6,45.28,22.68,True,77,14
04/05/2023 10:22 AM,MariaC82,ZS,2023-07-21,125,4.86,0.0,-4.86,False,106,10
04/10/2023 7:00 AM,MariaC82,MRVL,2023-06-16,40,3.5,8.81,5.31,True,66,14
04/11/2023 6:57 AM,MariaC82,CAT,2023-08-18,260,3.5,8.59,5.09,True,128,13
04/14/2023 6:47 AM,MariaC82,NET,2023-04-28,64,5.1,4.3,-0.8,False,13,2
04/14/2023 10:47 AM,MariaC82,NVDA,2023-06-16,242.5,35.1,59.87,24.77,True,62,14
04/17/2023 10:04 AM,MariaC82,UBER,2023-08-18,35,2.28,8.28,6.0,True,122,13
04/25/2023 7:30 AM,MariaC82,PHG,2023-10-20,25,0.75,0.0,-0.75,False,177,11
04/26/2023 9:45 AM,MariaC82,ROST,2023-06-16,105,5.4,0.0,-5.4,False,50,14
05/10/2023 10:58 AM,MariaC82,GOOGL,2023-08-18,115,5.3,12.4,7.1,True,99,13
05/12/2023 12:02 PM,MariaC82,SBUX,2023-10-20,110,5.85,0.0,-5.85,False,160,11
05/19/2023 7:22 AM,MariaC82,GOOG,2023-06-23,132,1.58,0.0,-1.58,False,34,7
05/25/2023 9:42 AM,MariaC82,TSM,2023-10-20,105,8.13,0.0,-8.13,False,147,11
06/02/2023 6:46 AM,MariaC82,BA,2023-09-15,215,13.7,13.95,0.25,True,104,15
06/05/2023 6:33 AM,MariaC82,AAPL,2023-07-21,180,7.55,0.0,-7.55,False,45,10
06/08/2023 12:42 PM,mariac82,AXP,2023-10-20,180,7.4,0.0,-7.4,False,133,11
06/09/2023 6:45 AM,mariac82,SHOP,2023-07-21,70,1.3,2.36,1.06,True,41,10
06/12/2023 6:44 AM,mariac82,MRVL,2023-06-23,62.5,1.77,0.0,-1.77,False,10,7
06/27/2023 6:42 AM,mariac82,AMZN,2023-09-15,145,2.77,4.16,1.39,True,79,15
06/29/2023 7:37 AM,mariac82,FDX,2023-07-14,255,2.58,4.74,2.16,True,14,17
07/06/2023 11:57 AM,mariac82,RUN,2023-08-04,18,1.0,2.47,1.47,True,28,27
07/07/2023 9:02 AM,mariac82,FSLR,2023-07-21,200,3.2,4.68,1.48,True,13,10
07/07/2023 10:22 AM,mariac82,CROX,2023-08-18,135,2.3,0.0,-2.3,False,41,13
07/10/2023 10:27 AM,mariac82,CRM,2023-07-21,220,1.3,3.98,2.68,True,10,10
07/10/2023 12:50 PM,mariac82,CRM,2023-11-17,230,9.3,18.75,9.45,True,129,13
07/12/2023 9:59 AM,mariac82,PANW,2023-09-15,270,3.95,0.0,-3.95,False,64,15
07/13/2023 8:08 AM,mariac82,ORCL,2023-07-14,118,0.5,0.0,-0.5,False,0,17
07/13/2023 9:44 AM,mariac82,DDOG,2023-07-28,120,1.19,0.0,-1.19,False,14,3
07/17/2023 8:09 AM,mariac82,PATH,2023-08-04,19.5,0.75,0.0,-0.75,False,17,27
07/17/2023 9:41 AM,mariac82,SEDG,2023-07-28,290,7.05,0.0,-7.05,False,10,3
07/19/2023 7:36 AM,mariac82,CPRI,2023-11-17,42.5,2.3,0.0,-2.3,False,120,13
07/19/2023 10:09 AM,mariac82,ETSY,2023-08-04,100,4.55,0.0,-4.55,False,15,27
07/20/2023 8:55 AM,mariac82,OKTA,2023-11-18,80,4.4,0.0,-4.4,False,120,12
07/20/2023 9:55 AM,mariac82,ALLY,2023-09-15,30,0.98,0.0,-0.98,False,56,15
07/26/2023 9:17 AM,mariac82,CVNA,2023-07-28,45,1.3,0.0,-1.3,False,1,3
08/01/2023 7:08 AM,mariac82,CAT,2023-09-15,310,2.02,0.0,-2.02,False,44,15
08/04/2023 6:44 AM,mariac82,MSFT,2023-08-25,330,9.75,0.0,-9.75,False,20,6
08/04/2023 9:43 AM,mariac82,NOW,2023-08-11,580,2.5,0.0,-2.5,False,6,20
08/07/2023 7:09 AM,mariac82,CRM,2023-10-20,240,5.0,0.0,-5.0,False,73,11
08/08/2023 8:18 AM,mariac82,NET,2023-09-22,80,1.17,0.0,-1.17,False,44,8
08/08/2023 11:15 AM,mariac82,RUN,2023-08-11,17.5,0.43,0.82,0.39,True,2,20
08/10/2023 8:33 AM,mariac82,C,2023-12-15,44,3.28,4.0,0.72,True,126,16
08/17/2023 10:03 AM,mariac82,AAPL,2023-09-29,180,3.4,10.4,7.0,True,42,1
08/21/2023 7:16 AM,mariac82,PYPL,2023-09-29,65,0.93,0.0,-0.93,False,38,1
08/25/2023 7:46 AM,mariac82,QQQ,2024-08-25,358,0.95,1.22,0.27,True,365,6
08/28/2023 6:43 AM,mariac82,GOOGL,2023-09-29,142,1.0,0.0,-1.0,False,31,1
08/30/2023 6:54 AM,mariac82,WIX,2023-10-20,95,5.0,0.0,-5.0,False,50,11
09/01/2023 6:43 AM,mariac82,UNH,2023-10-20,490,9.75,41.3,31.55,True,48,11
09/01/2023 10:56 AM,mariac82,OKTA,2023-09-29,95,0.87,0.0,-0.87,False,27,1
09/07/2023 7:14 AM,mariac82,AMZN,2023-09-08,138,0.28,0.68,0.4,True,0,22
09/11/2023 10:26 AM,mariac82,QQQ,2023-09-12,377,0.9,1.51,0.61,True,0,18
09/11/2023 11:07 AM,mariac82,MDB,2023-11-17,450,10.55,0.0,-10.55,False,66,13
09/12/2023 6:42 AM,mariac82,TTWO,2023-09-15,146,1.15,0.0,-1.15,False,2,15
09/12/2023 12:58 PM,mariac82,U,2023-09-15,40.5,0.45,0.0,-0.45,False,2,15
09/13/2023 7:33 AM,mariac82,SE,2023-10-13,40,1.22,3.78,2.56,True,29,18
09/18/2023 7:15 AM,mariac82,AAPL,2023-09-29,180,1.59,10.4,8.81,True,10,1
09/18/2023 8:21 AM,mariac82,TEAM,2023-09-22,207.5,3.4,0.0,-3.4,False,3,8
09/27/2023 8:15 AM,mariac82,PANW,2023-11-17,230,14.0,26.2,12.2,True,50,13
09/28/2023 7:12 AM,mariac82,AMZN,2023-11-17,125,7.53,14.0,6.47,True,49,13
09/28/2023 8:46 AM,mariac82,RUN,2023-11-17,15,0.61,0.0,-0.61,False,49,13
09/29/2023 7:41 AM,mariac82,DELL,2023-10-20,71.5,1.4,0.0,-1.4,False,20,11
10/02/2023 10:26 AM,mariac82,SNAP,2023-11-17,12,0.21,0.51,0.3,True,45,13
10/04/2023 8:37 AM,mariac82,RUN,2023-11-17,10,1.29,2.58,1.29,True,43,13
10/04/2023 12:22 PM,mariac82,EWZ,2023-10-06,30,0.09,0.0,-0.09,False,1,25
10/12/2023 8:55 AM,mariac82,CL,2023-10-20,70,0.54,2.07,1.53,True,7,11
10/16/2023 8:21 AM,mariac82,SHOP,2024-02-16,65,2.96,13.87,10.91,True,122,13
10/23/2023 8:59 AM,mariac82,BLMN,2023-11-17,25,0.6,0.0,-0.6,False,24,13
10/31/2023 6:56 AM,mariac82,GLD,2023-11-10,183,3.8,0.0,-3.8,False,9,20
11/03/2023 8:22 AM,mariac82,ENPH,2024-01-19,80,9.5,15.45,5.95,True,76,12
11/13/2023 10:12 AM,mariac82,GT,2023-11-17,13.5,0.3,0.52,0.22,True,3,13
11/13/2023 10:56 AM,mariac82,AMZN,2023-12-29,150,2.74,4.5,1.76,True,45,2
11/16/2023 6:44 AM,mariac82,MSFT,2023-11-17,375,1.55,2.62,1.07,True,0,13
11/17/2023 6:54 AM,mariac82,SHOP,2023-11-24,73,0.31,0.0,-0.31,False,6,6
11/17/2023 7:24 AM,mariac82,ELF,2023-12-01,115,5.1,6.45,1.35,True,13,30
11/20/2023 10:11 AM,mariac82,QCOM,2023-12-22,130,3.19,6.97,3.78,True,31,9
11/21/2023 10:43 AM,mariac82,AMZN,2023-12-01,142,3.5,6.7,3.2,True,9,30
11/28/2023 7:28 AM,mariac82,W,2024-03-15,60,6.25,12.35,6.1,True,107,16
11/30/2023 9:40 AM,mariac82,GOOG,2023-12-01,134,0.4,0.0,-0.4,False,0,30
11/30/2023 9:55 AM,mariac82,SHOP,2024-01-19,72,5.0,6.19,1.19,True,49,12
12/01/2023 7:23 AM,mariac82,GTLB,2025-01-17,65,9.4,12.72,3.32,True,412,14
12/01/2023 8:32 AM,mariac82,CRM,2023-12-08,260,3.55,0.0,-3.55,False,6,23
12/01/2023 8:32 AM,mariac82,ASO,2023-12-08,55,1.2,0.0,-1.2,False,6,23
12/04/2023 9:11 AM,mariac82,SPOT,2023-12-15,210,1.2,0.0,-1.2,False,10,16
12/04/2023 10:38 AM,mariac82,LYFT,2023-12-08,13,0.4,0.0,-0.4,False,3,23
12/04/2023 12:26 PM,mariac82,TGT,2024-01-19,140,2.11,4.58,2.47,True,45,12
12/05/2023 6:58 AM,mariac82,M,2023-12-15,17.5,0.37,2.42,2.05,True,9,16
12/06/2023 6:38 AM,mariac82,SHOP,2023-12-08,73,1.64,0.9,-0.74,False,1,23
12/07/2023 8:11 AM,mariac82,MRVL,2024-03-15,52.5,4.7,9.35,4.65,True,98,16
12/08/2023 9:21 AM,mariac82,FDX,2023-12-15,272.5,2.92,4.1,1.18,True,6,16
12/11/2023 6:43 AM,mariac82,PENN,2023-12-15,25.5,0.28,0.66,0.38,True,3,16
12/13/2023 10:28 AM,mariac82,WW,2023-12-22,7,0.5,3.08,2.58,True,8,9
12/14/2023 7:52 AM,mariac82,ULTA,2023-12-22,510,2.35,0.0,-2.35,False,7,9
12/20/2023 6:55 AM,mariac82,CVS,2023-12-22,79,0.33,0.25,-0.08,False,1,9
